"","parameter_group","counts","procedure","GroupingTerm","lnCVR","lnCVR_lower","lnCVR_upper","lnCVR_se","lnVR","lnVR_lower","lnVR_upper","lnVR_se","lnRR","lnRR_lower","lnRR_upper","lnRR_se"
"1","pre-pulse inhibition",5,"Acoustic Startle and Pre-pulse Inhibition (PPI)","Behaviour",0.0232962568019827,-0.0802562786954972,0.126848792299463,0.0370506575307838,0.00910276053065443,-0.0364639931329,0.0546695141942088,0.0143430617862661,-0.00521557517303268,-0.0427126404416144,0.032281490095549,0.0128092386432555
"2","B cells",4,"Immunophenotyping","Immunology",-0.0938958674644726,-0.250002005587642,0.0622102706586968,0.0426972094061278,-0.0995336567150024,-0.206800139346798,0.00773282591679322,0.0250131613440625,-0.00262809378381563,-0.129822966570309,0.124566779002678,0.0393017559020506
"3","cd4 nkt",6,"Immunophenotyping","Immunology",-0.0287687758526535,-0.0566986598381858,-0.000838891867121189,0.0101633512527761,-0.201874583045436,-0.310229372654365,-0.0935197934365068,0.0331161235518701,-0.234445022877891,-0.400526574413407,-0.0683634713423744,0.0633501055282787
"4","cd4 t",7,"Immunophenotyping","Immunology",-0.150738702494515,-0.242797621515982,-0.058679783473049,0.0360690036325553,-0.169921252587411,-0.262944964585464,-0.0768975405893575,0.0348324368737332,-0.00312418444411775,-0.041156426432336,0.0349080575441005,0.014898909643987
"5","cd8 nkt",6,"Immunophenotyping","Immunology",-0.042440226223295,-0.0782045864833509,-0.00667586596323911,0.0119223348161128,-0.030044191021517,-0.182359422657429,0.122271040614395,0.0533765313889873,0.0035372397021313,-0.0573748805206848,0.0644493599249474,0.020527197115372
"6","cd8 t",7,"Immunophenotyping","Immunology",-0.122368146481511,-0.217997584365854,-0.0267387085971691,0.0358726772662009,-0.158169754267307,-0.23425787337113,-0.082081635163484,0.0270229229830218,-0.0415806199422672,-0.0510391426075819,-0.0321220972769525,0.00231186428450047
"7","cdcs",2,"Immunophenotyping","Immunology",-0.0362947395116383,-0.358863693864057,0.286274214840781,0.0253867272761678,0.108024766037869,-0.0565717936601207,0.272621325735859,0.012954030185692,0.164254054275859,-0.170152012622376,0.498660121174093,0.0263183282373986
"8","dn nkt",6,"Immunophenotyping","Immunology",-0.0619371404437832,-0.135938002098187,0.01206372121062,0.0257745837107186,-0.157212859707534,-0.28143420572403,-0.0329915136910369,0.0447162691730338,-0.172710528106346,-0.290635646307321,-0.054785409905372,0.0441033710925336
"9","dn t",7,"Immunophenotyping","Immunology",-0.0796127149127067,-0.18444807998825,0.0252226501628366,0.0420063031390457,-0.242103772212624,-0.343167842966849,-0.141039701458398,0.0406314212755239,-0.229814709736725,-0.25197080093905,-0.207658618534401,0.00723730991828787
"10","eosinophils",3,"Hematology","Hematology",-0.0662224916564998,-0.280663102371229,0.14821811905823,0.0325859094533208,-0.0154112489007383,-0.405165180074006,0.374342682272529,0.0865365803737346,-0.00424218435223172,-0.240920558257012,0.232436189552548,0.0508093357727296
"11","follicular b cells",2,"Immunophenotyping","Immunology",-0.116007682942896,-0.725669203695277,0.493653837809485,0.0479814022685049,-0.105019351910464,-0.694636425510959,0.48459772169003,0.0464038700652956,0.00524270522118853,-0.18723814350697,0.197723553949347,0.0151485713259574
"12","luc",2,"Hematology","Hematology",0.0180435667022176,-0.203846424154982,0.239933557559417,0.0174631210077607,0.26570350271904,-1.22513577067916,1.75654277611724,0.117331595417613,0.221549650798933,-1.41363889057118,1.85673819216905,0.128692129185886
"13","lymphocytes",2,"Hematology","Hematology",0.080522983215226,-2.26181282246329,2.42285878889374,0.184345825863319,0.155015901820824,-1.08927061873105,1.3993024223727,0.0979274729462981,0.060214444096507,-1.0131287159629,1.13355760415591,0.0844739387052048
"14","monocytes",3,"Hematology","Hematology",-0.0214677255461475,-0.203370610884902,0.160435159792607,0.0420604700556222,0.0784876215535209,-0.181100495501763,0.338075738608805,0.0585592999698748,0.102519340669372,-0.14833753916825,0.353376220506995,0.0571438174006913
"15","neutrophils",3,"Hematology","Hematology",0.258744587834303,0.0130803115873966,0.50440886408121,0.0557515555628941,0.37998052929448,-0.206044620735059,0.966005679324018,0.131798008074079,0.131937215715604,-0.266932386457749,0.530806817888958,0.0924336089073445
"16","nk cells",6,"Immunophenotyping","Immunology",-0.0414771690508545,-0.0960405856451709,0.0130862475434619,0.0200411384048214,0.0156533143037758,-0.0703789454749356,0.101685574082487,0.0315487182627774,0.0471757359486326,-0.0162213332200111,0.110572805117276,0.0231830532662643
"17","nkt cells",4,"Immunophenotyping","Immunology",0.00337566935638988,-0.106989042627936,0.113740381340716,0.0294660904685013,-0.245870515210797,-0.445233336681709,-0.046507693739885,0.0426737706997183,-0.182335470899891,-0.323394606973308,-0.0412763348264734,0.0314580383354723
"18","percentage of live gated events",2,"Immunophenotyping","Immunology",-0.0934933290911222,-0.303733964777585,0.11674730659534,0.0165462968724174,-0.0412606237796362,-0.141444316092253,0.058923068532981,0.00788462758099539,0.0500940920717121,0.00811913488444669,0.0920690492589774,0.00330350077452809
"19","response amplitude",10,"Acoustic Startle and Pre-pulse Inhibition (PPI)","Behaviour",0.0333146759589041,-0.0127585250651437,0.0793878769829518,0.0202946939924316,0.254927376126962,0.196978655521321,0.312876096732603,0.0255002676479413,0.201606170183802,0.110813648384777,0.292398691982828,0.0401163854077212
"20","t cells",3,"Immunophenotyping","Immunology",-0.133870079306977,-0.275028436978629,0.00728827836467538,0.0326594191722806,-0.124078626461943,-0.412010368199785,0.163853115275899,0.0668611069132293,-0.000574923328847532,-0.166320077596607,0.165170230938912,0.0374233031402028
"21","12khz-evoked abr threshold",1,"Auditory Brain Stem Response","Hearing",0.0538654619482851,-0.00568296802193607,0.113413891918506,0.0303824103095422,0.0869649457539634,0.00658022537758006,0.167349666130347,0.0410133660671562,0.0024850881333941,-0.0214503561135704,0.0264205323803586,0.0122121857522711
"22","18khz-evoked abr threshold",1,"Auditory Brain Stem Response","Hearing",0.0238241397212421,-0.0331809493918889,0.080829228834373,0.0290847635787085,0.0250265713089457,-0.0488450323044687,0.0988981749223601,0.0376902862481679,-0.0200762953463231,-0.0431507800529518,0.00299818936030563,0.0117729126089241
"23","24khz-evoked abr threshold",1,"Auditory Brain Stem Response","Hearing",0.0518127342966937,-0.0148242300117278,0.118449698605115,0.0339990759187645,-0.0891510268901814,-0.33219976670996,0.153897712929597,0.12400673774463,-0.0224536283262881,-0.0444163014000717,-0.000490955252504522,0.0112056513522811
"24","30khz-evoked abr threshold",1,"Auditory Brain Stem Response","Hearing",0.0170932643073691,-0.0533187389697884,0.0875052675845267,0.0359251516010286,-0.0344797454976414,-0.101790098310195,0.0328306073149126,0.0343426477953113,-0.0497873588418793,-0.0748197113489327,-0.024755006334826,0.0127718431075802
"25","6khz-evoked abr threshold",1,"Auditory Brain Stem Response","Hearing",-0.00776782042737922,-0.0418582030598652,0.0263225622051068,0.0173933719708049,0.0141681941553936,-0.0189973090090462,0.0473336973198333,0.0169214860201744,0.0184043282823686,0.0056897207541546,0.0311189358105826,0.00648716386041029
"26","alanine aminotransferase",1,"Clinical Chemistry","Physiology",-0.0684216855537293,-0.189501980962527,0.0526586098550688,0.0617767960859812,0.0585179248050783,-0.132250747105959,0.249286596716115,0.0973327435686552,0.106944199506354,0.0319934402577911,0.181894958754917,0.0382408859753368
"27","albumin",1,"Clinical Chemistry","Physiology",0.113307995625901,0.0451475345912318,0.181468456660571,0.034776384450077,0.0559994780255818,-0.00806782798108793,0.120066784032251,0.0326880016735126,-0.0567840172573823,-0.0732083247412477,-0.0403597097735169,0.00837990269893645
"28","alkaline phosphatase",1,"Clinical Chemistry","Physiology",0.104364893545224,0.0451585189451501,0.163571268145298,0.0302078890566798,-0.311247085605358,-0.398016379422561,-0.224477791788156,0.0442708613533859,-0.421603166091268,-0.469483185782632,-0.373723146399903,0.0244290303643518
"29","alpha-amylase",1,"Clinical Chemistry","Physiology",0.0383406745911848,-0.0423418551846521,0.119023204367022,0.0411653124303561,0.279556565017905,0.161577658613544,0.397535471422266,0.0601944256807594,0.224698658157684,0.179315127696988,0.270082188618381,0.0231552879637973
"30","area under glucose response curve",1,"Intraperitoneal glucose tolerance test (IPGTT)","Metabolism",-0.153172331448293,-0.221055121205638,-0.0852895416909483,0.0346347128277844,0.274839636469704,0.195089501980591,0.354589770958816,0.0406895918078961,0.435773823650119,0.36558816102167,0.505959486278567,0.0358096695562083
"31","aspartate aminotransferase",1,"Clinical Chemistry","Physiology",0.0119164618931294,-0.122828741044933,0.146661664831192,0.0687488157950429,-0.0566967839124763,-0.24577790087919,0.132384333054238,0.096471730326762,-0.0585576621753965,-0.133177733903067,0.0160624095522742,0.0380721647521406
"32","basophil cell count",1,"Hematology","Hematology",-0.0917931321891491,-0.202248712925848,0.0186624485475496,0.0563559236842913,0.20312654458762,-0.0131548575344222,0.419407946709662,0.110349681845198,0.267577213595615,0.0643028426289142,0.470851584562316,0.103713319515105
"33","basophil differential count",1,"Hematology","Hematology",-0.0934739322440643,-0.178751217353568,-0.00819664713456078,0.0435096184328691,-0.0639510676035025,-0.28280658417061,0.154904448963605,0.111663029674735,-0.0156338790060627,-0.110231041284705,0.0789632832725796,0.0482647451814486
"34","bmc/body weight",1,"Body Composition (DEXA lean/fat)","Morphology",0.131499844555886,0.0329845825413325,0.23001510657044,0.0502638123922835,-0.0448684301730099,-0.13401461000078,0.0442777496547606,0.0454835805815537,-0.172237836280291,-0.220703038771185,-0.123772633789397,0.0247275985034324
"35","body length",1,"Body Composition (DEXA lean/fat)","Morphology",-0.0347987754635729,-0.0824527758325683,0.0128552249054225,0.0243137122645539,-0.00596772527617614,-0.0526220870408425,0.0406866364884902,0.0238036831965638,0.0282721654997772,0.0233253836428281,0.0332189473567264,0.00252391467188618
"36","body temp",1,"Echo","Heart",-0.0325367938736763,-0.106642912845857,0.0415693250985041,0.0378099391400658,-0.0303741522599139,-0.104453692113126,0.043705387593298,0.0377963781158949,0.00185318691650999,-0.000500248540103219,0.0042066223731232,0.00120075443996768
"37","body weight",1,"Body Weight","Morphology",0.024567521148037,-0.0420401779856587,0.0911752202817327,0.0339841444328002,0.233579327769565,0.169497935152348,0.297660720386781,0.0326951888517759,0.20967700095077,0.193872727225882,0.225481274675657,0.00806355313135843
"38","body weight after experiment",1,"Indirect Calorimetry","Metabolism",0.0853707791593694,0.0299664555735804,0.140775102745158,0.0282680314652776,0.284937049664952,0.232887526728866,0.336986572601037,0.0265563670284993,0.203097326965343,0.186407595959307,0.219787057971379,0.00851532535173219
"39","body weight before experiment",1,"Indirect Calorimetry","Metabolism",0.10535114289087,0.0412461051923456,0.169456180589394,0.0327072528904494,0.30389983130644,0.243542838410448,0.364256824202432,0.0307949499950409,0.200863772096344,0.181636159475926,0.220091384716761,0.00981018670347149
"40","bone area",1,"Body Composition (DEXA lean/fat)","Morphology",0.0981586947419591,0.0272824478652691,0.169034941618649,0.0361620149328012,0.128654553492106,0.0533659272922725,0.20394317969194,0.0384132702405252,0.0315240947716687,0.000380607925839278,0.0626675816174981,0.0158898260842981
"41","bone mineral content (excluding skull)",1,"Body Composition (DEXA lean/fat)","Morphology",0.170922992657962,0.0625642234500908,0.279281761865833,0.0552861022256487,0.209137156041944,0.101559970284301,0.316714341799587,0.0548873278316326,0.0372537148343639,-0.0130827797342373,0.087590209402965,0.0256823569033151
"42","bone mineral density (excluding skull)",1,"Body Composition (DEXA lean/fat)","Morphology",0.0542637505123378,-0.0881611873261862,0.196688688350862,0.0726671198868722,0.0492830069389484,-0.108786823476339,0.207352837354236,0.0806493546116778,0.00122861807956657,-0.018794170828988,0.0212514069881211,0.0102158963463062
"43","calcium",1,"Clinical Chemistry","Physiology",0.00979459723595628,-0.0464599603150477,0.0660491547869602,0.0287018322758646,0.0135682805027265,-0.0424600258932743,0.0695965868987273,0.0285863958919373,0.0036564449494644,-6.08523762087154e-05,0.00737374227513752,0.00189661511894845
"44","cardiac output",1,"Echo","Heart",0.0133815579795483,-0.0797535338273905,0.106516649786487,0.0475187771518133,0.101799078061839,0.0206287167756585,0.182969439348019,0.0414142106316451,0.0934439113823491,0.0580233013862417,0.128864521378457,0.018072071872494
"45","center average speed",1,"Open Field","Behaviour",0.0167300029531768,-0.040473507502175,0.0739335134085285,0.0291860008176506,-0.0588514644182073,-0.100420924386199,-0.0172820044502157,0.02120929787276,-0.0724619158063437,-0.114962215549138,-0.0299616160635497,0.0216842248521049
"46","center distance travelled",1,"Open Field","Behaviour",-0.0162602579531559,-0.0733243373780981,0.0408038214717864,0.0291148612296228,-0.106063661087069,-0.202334349252387,-0.0097929729217503,0.0491186006093424,-0.0940204102421744,-0.19457742399622,0.00653660351187078,0.0513055416054714
"47","center permanence time",1,"Open Field","Behaviour",-0.0253715411643073,-0.0826434931267165,0.0319004107981018,0.0292209205955635,-0.0255733583076924,-0.10143891036692,0.0502921937515356,0.038707625577636,-0.00351506781633305,-0.0902885864089842,0.0832584507763181,0.0442730168906723
"48","center resting time",1,"Open Field","Behaviour",0.0244491950123999,-0.0737921818096953,0.122690571834495,0.0501240724814388,-0.0228689976667956,-0.154833946923602,0.109095951590011,0.0673302929532017,-0.0630750617216607,-0.221545671803022,0.0953955483597008,0.0808538377905704
"49","chloride",1,"Clinical Chemistry","Physiology",0.0321555418067101,-0.127097179752304,0.191408263365725,0.0812528815912842,0.0241491457138654,-0.143850184438642,0.192148475866373,0.0857155189981371,-0.0127046602544143,-0.0177348575733218,-0.00767446293550668,0.00256647436309296
"50","click-evoked abr threshold",1,"Auditory Brain Stem Response","Hearing",-0.0529450139667086,-0.153481551798432,0.047591523865015,0.05129509451436,-0.0561198461512398,-0.1827679199129,0.0705282276104203,0.0646175515267852,-0.0154221111846632,-0.0577199537262002,0.0268757313568738,0.0215809284635723
"51","creatine kinase",1,"Clinical Chemistry","Physiology",0.0241231630597497,-0.107145670798844,0.155391996918343,0.0669751255094609,-0.131879200992836,-0.396897434789471,0.133139032803798,0.135215869213447,-0.134441317551588,-0.383830273764362,0.114947638661185,0.12724160146815
"52","creatinine",1,"Clinical Chemistry","Physiology",0.0352314942782435,-0.0229204648134358,0.0933834533699228,0.0296699120751068,0.106637325016211,-0.220083144930375,0.433357794962797,0.166697180419495,-0.0844078088583562,-0.132025072069743,-0.0367905456469699,0.0242949684723726
"53","cv",1,"Electrocardiogram (ECG)","Heart",0.187454391713423,0.0716631179019208,0.303245665524926,0.0590782660930759,-0.0895722187760688,-0.248483260491285,0.0693388229391478,0.0810785519370185,-0.24013011688982,-0.341032209208106,-0.139228024571534,0.0514816053326432
"54","distance travelled - total",1,"Open Field","Behaviour",-0.0187819067439562,-0.0858956606996464,0.048331847211734,0.0342423404129234,-0.127258235160365,-0.199742644645213,-0.0547738256755173,0.0369825211364063,-0.112137263313573,-0.181632163599498,-0.0426423630276475,0.0354572333135161
"55","ejection fraction",1,"Echo","Heart",-0.0300110586549347,-0.134506553503718,0.0744844361938481,0.0533150076598499,-0.052573489882422,-0.148317443641909,0.0431704638770652,0.0488498536272622,-0.0284085772848216,-0.0492579143641403,-0.00755924020550289,0.0106376123458266
"56","end-diastolic diameter",1,"Echo","Heart",0.112097159509154,0.0431488949480194,0.181045424070289,0.0351783324106923,0.174392934716934,0.0875251696160269,0.261260699817841,0.0443211027274525,0.0600906919852968,0.0354923145093791,0.0846890694612145,0.0125504232067255
"57","end-systolic diameter",1,"Echo","Heart",-0.00841760647489389,-0.0780811196480269,0.0612459066982391,0.0355432618775804,0.0668965848731166,-0.00166922752779808,0.135462397274031,0.034983200171918,0.0763195013551024,0.0451135759020109,0.107525426808194,0.0159216831019549
"58","fasted blood glucose concentration",1,"Intraperitoneal glucose tolerance test (IPGTT)","Metabolism",-0.0177244662178262,-0.125685515137864,0.0902365827022113,0.055083179982704,0.0702823917359674,-0.0302438950594148,0.17080867853135,0.0512898642976712,0.0868419960062144,0.0493007439611176,0.124383248051311,0.0191540519832085
"59","fat mass",1,"Body Composition (DEXA lean/fat)","Morphology",0.0408798922388295,-0.0430148599739956,0.124774644451655,0.0428042315443428,0.371431325566809,0.269878981041524,0.472983670092094,0.0518133727590491,0.328208035064321,0.26690317595413,0.389512894174512,0.0312785640928894
"60","fat/body weight",1,"Body Composition (DEXA lean/fat)","Morphology",0.0777327433604319,-0.0119734953235176,0.167438982044381,0.045769330146646,0.20207764644943,0.108355724364542,0.295799568534319,0.047818185856554,0.123529209826989,0.0638629096414018,0.183195510012576,0.0304425492795925
"61","forelimb and hindlimb grip strength measurement mean",1,"Grip Strength","Morphology",0.0578158110856584,0.00399978567875225,0.111631836492565,0.0274576603608026,0.114598562065552,0.0530520694068452,0.176145054724258,0.0314018487809864,0.0541888305939944,0.0294838349892774,0.0788938261987113,0.012604821210791
"62","forelimb grip strength measurement mean",1,"Grip Strength","Morphology",0.0265050658751225,-0.0187240098970985,0.0717341416473435,0.023076483103252,0.0995076466946559,0.0539739740634614,0.14504131932585,0.0232318925196373,0.0697060695790725,0.043862511620199,0.0955496275379461,0.0131857310454295
"63","fractional shortening",1,"Echo","Heart",-0.0148852343511858,-0.116166601813174,0.0863961331108021,0.051675116614837,-0.0575325892140377,-0.155855892897875,0.0407907144697996,0.0501658726687832,-0.0413497793882228,-0.0567104886140651,-0.0259890701623806,0.00783724055493141
"64","free fatty acids",1,"Clinical Chemistry","Physiology",0.0281575846542797,-0.100253125108257,0.156568294416817,0.0655168721340923,0.0554108888374304,-0.0736861475939077,0.184507925268769,0.065867045236361,0.0193783034860459,-0.00937003345322977,0.0481266404253215,0.0146677883706226
"65","fructosamine",1,"Clinical Chemistry","Physiology",-0.0397863782868146,-0.119880099901359,0.0403073433277301,0.0408648945829177,-0.067823132524459,-0.151353753749563,0.0157074887006446,0.042618447014324,-0.0283579025241526,-0.069244725624392,0.0125289205760867,0.0208610073566399
"66","glucose",1,"Clinical Chemistry","Physiology",0.0692600697882126,0.0184025283582094,0.120117611218216,0.0259482020236907,0.127947331957077,0.0423000838719866,0.213594580042167,0.0436983785215772,0.0650887378836826,0.0218496238948314,0.108327851872534,0.022061177822611
"67","hdl-cholesterol",1,"Clinical Chemistry","Physiology",-0.0650177278098104,-0.125578625127777,-0.00445683049184367,0.0308989847750588,0.172435393787098,0.0701061922098652,0.274764595364331,0.0522097356810598,0.260696122488738,0.218042125342581,0.303350119634895,0.0217626433355951
"68","heart weight",1,"Heart Weight","Morphology",0.176683152120782,0.0672842674545645,0.286082036786999,0.0558167831292522,0.365180604608409,0.216983964454408,0.513377244762411,0.0756119200775921,0.173761541779128,0.140903735824771,0.206619347733485,0.016764494762932
"69","heart weight normalised against body weight",1,"Heart Weight","Morphology",0.0794303491221347,-0.00605910807788723,0.164919806322157,0.0436178714886355,0.0355573545227969,-0.0973271780316691,0.168441887077263,0.0677994767264308,-0.0495577540976255,-0.0835808891706862,-0.0155346190245648,0.0173590613610407
"70","hematocrit",1,"Hematology","Hematology",0.0566356384943593,-0.051686201332849,0.164957478321568,0.0552672603586786,0.0737071004707782,-0.0328632414366423,0.180277442378199,0.0543736225502273,0.0173966533706382,0.00351789625802802,0.0312754104832483,0.00708112864424244
"71","hemoglobin",1,"Hematology","Hematology",0.0866999939848674,0.0269935950099052,0.14640639295983,0.0304630082215381,0.0867345169014663,0.0194022157466768,0.154066818056256,0.034353846134877,0.00519918240020307,-0.00802157956160852,0.0184199443620147,0.00674541066371386
"72","hr",1,"Electrocardiogram (ECG)","Heart",-0.0634490462075372,-0.173469914175039,0.0465718217599644,0.0561341273795499,-0.0140315395352765,-0.148847406663877,0.120784327593323,0.0687848696159778,0.0406617206901021,-0.0139213882374088,0.095244829617613,0.0278490366956003
"73","hrv",1,"Electrocardiogram (ECG)","Heart",0.172259305270563,0.109429400682503,0.235089209858622,0.03205666281812,-0.081322545300297,-0.212546234289244,0.0499011436886499,0.0669520919894563,-0.250499044746051,-0.36574357765014,-0.135254511841961,0.0587993115246625
